schedule2,v1,44,8,8,2020-04-13 16:21:44.843289,2020-04-13 16:21:51.756101,0:00:06.912812,2645,65,100,100
schedule2,v1,44,11,11,2020-04-13 16:21:52.476459,2020-04-13 16:21:59.523951,0:00:07.047492,2645,65,100,100
schedule2,v1,44,55,55,2020-04-13 16:22:00.261436,2020-04-13 16:22:07.306229,0:00:07.044793,2645,65,100,100
schedule2,v1,44,45,45,2020-04-13 16:22:08.038484,2020-04-13 16:22:15.231316,0:00:07.192832,2645,65,100,100
schedule2,v1,44,82,83,2020-04-13 16:22:15.965074,2020-04-13 16:22:23.042720,0:00:07.077646,2645,65,100,100
schedule2,v1,44,11,11,2020-04-13 16:22:23.799489,2020-04-13 16:22:31.385928,0:00:07.586439,2645,65,100,100
schedule2,v1,44,81,81,2020-04-13 16:22:32.156130,2020-04-13 16:22:39.531337,0:00:07.375207,2645,65,100,100
schedule2,v1,44,117,118,2020-04-13 16:22:40.293481,2020-04-13 16:22:47.516534,0:00:07.223053,2645,65,100,100
schedule2,v1,44,62,65,2020-04-13 16:22:48.278851,2020-04-13 16:22:55.378580,0:00:07.099729,2645,65,100,100
schedule2,v1,44,62,63,2020-04-13 16:22:56.142559,2020-04-13 16:23:03.318105,0:00:07.175546,2645,65,100,100
schedule2,v2,117,88,90,2020-04-13 16:23:04.081675,2020-04-13 16:23:11.179190,0:00:07.097515,2679,31,100,100
schedule2,v2,117,1,0,2020-04-13 16:23:11.901516,2020-04-13 16:23:18.559295,0:00:06.657779,2679,31,100,100
schedule2,v2,117,105,105,2020-04-13 16:23:19.279558,2020-04-13 16:23:26.354656,0:00:07.075098,2679,31,100,100
schedule2,v2,117,1,0,2020-04-13 16:23:27.140927,2020-04-13 16:23:34.449649,0:00:07.308722,2679,31,100,100
schedule2,v2,117,69,69,2020-04-13 16:23:35.171339,2020-04-13 16:23:42.278428,0:00:07.107089,2679,31,100,100
schedule2,v2,117,1,0,2020-04-13 16:23:43.044094,2020-04-13 16:23:50.459017,0:00:07.414923,2679,31,100,100
schedule2,v2,117,111,111,2020-04-13 16:23:51.224363,2020-04-13 16:23:58.276336,0:00:07.051973,2679,31,100,100
schedule2,v2,117,1,0,2020-04-13 16:23:59.048107,2020-04-13 16:24:06.223813,0:00:07.175706,2679,31,100,100
schedule2,v2,117,125,125,2020-04-13 16:24:07.005939,2020-04-13 16:24:15.173666,0:00:08.167727,2679,31,100,100
schedule2,v2,117,100,100,2020-04-13 16:24:15.932870,2020-04-13 16:24:22.946695,0:00:07.013825,2679,31,100,100
schedule2,v3,114,105,106,2020-04-13 16:24:23.717720,2020-04-13 16:24:32.468639,0:00:08.750919,2676,34,100,100
schedule2,v3,114,101,102,2020-04-13 16:24:33.249957,2020-04-13 16:24:40.717143,0:00:07.467186,2676,34,100,100
schedule2,v3,114,123,123,2020-04-13 16:24:41.449066,2020-04-13 16:24:52.617259,0:00:11.168193,2676,34,100,100
schedule2,v3,114,113,113,2020-04-13 16:24:53.889470,2020-04-13 16:25:04.464670,0:00:10.575200,2676,34,100,100
schedule2,v3,114,115,115,2020-04-13 16:25:05.448694,2020-04-13 16:25:16.610521,0:00:11.161827,2676,34,100,100
schedule2,v3,114,118,119,2020-04-13 16:25:17.536940,2020-04-13 16:25:28.993157,0:00:11.456217,2676,34,100,100
schedule2,v3,114,59,60,2020-04-13 16:25:29.819778,2020-04-13 16:25:38.181645,0:00:08.361867,2676,34,100,100
schedule2,v3,114,61,61,2020-04-13 16:25:38.953245,2020-04-13 16:25:45.524743,0:00:06.571498,2676,34,100,100
schedule2,v3,114,35,36,2020-04-13 16:25:46.212746,2020-04-13 16:25:52.897861,0:00:06.685115,2676,34,100,100
schedule2,v3,114,117,119,2020-04-13 16:25:53.582611,2020-04-13 16:26:00.258827,0:00:06.676216,2676,34,100,100
schedule2,v4,25,79,79,2020-04-13 16:26:00.954855,2020-04-13 16:26:07.674285,0:00:06.719430,2708,2,100,100
schedule2,v4,25,58,58,2020-04-13 16:26:08.362929,2020-04-13 16:26:15.030533,0:00:06.667604,2708,2,100,100
schedule2,v4,25,21,21,2020-04-13 16:26:15.723336,2020-04-13 16:26:22.426787,0:00:06.703451,2708,2,100,100
schedule2,v4,25,48,49,2020-04-13 16:26:23.125521,2020-04-13 16:26:32.794953,0:00:09.669432,2708,2,100,100
schedule2,v4,25,70,70,2020-04-13 16:26:33.710594,2020-04-13 16:26:42.890850,0:00:09.180256,2708,2,100,100
schedule2,v4,25,69,69,2020-04-13 16:26:43.750692,2020-04-13 16:26:52.883181,0:00:09.132489,2708,2,100,100
schedule2,v4,25,6,6,2020-04-13 16:26:53.734202,2020-04-13 16:27:03.620766,0:00:09.886564,2708,2,100,100
schedule2,v4,25,30,30,2020-04-13 16:27:04.641863,2020-04-13 16:27:12.935181,0:00:08.293318,2708,2,100,100
schedule2,v4,25,123,125,2020-04-13 16:27:13.677878,2020-04-13 16:27:21.966987,0:00:08.289109,2708,2,100,100
schedule2,v4,25,11,11,2020-04-13 16:27:22.702657,2020-04-13 16:27:30.478443,0:00:07.775786,2708,2,100,100
schedule2,v5,32,128,128,2020-04-13 16:27:31.179175,2020-04-13 16:27:38.170265,0:00:06.991090,2678,32,100,100
schedule2,v5,32,110,111,2020-04-13 16:27:38.863691,2020-04-13 16:27:45.716725,0:00:06.853034,2678,32,100,100
schedule2,v5,32,66,66,2020-04-13 16:27:46.406783,2020-04-13 16:27:53.516288,0:00:07.109505,2678,32,100,100
schedule2,v5,32,55,57,2020-04-13 16:27:54.210490,2020-04-13 16:28:01.489759,0:00:07.279269,2678,32,100,100
schedule2,v5,32,1,0,2020-04-13 16:28:02.181721,2020-04-13 16:28:09.012597,0:00:06.830876,2678,32,100,100
schedule2,v5,32,79,82,2020-04-13 16:28:09.707878,2020-04-13 16:28:16.857154,0:00:07.149276,2678,32,100,100
schedule2,v5,32,125,125,2020-04-13 16:28:17.550025,2020-04-13 16:28:24.437767,0:00:06.887742,2678,32,100,100
schedule2,v5,32,46,46,2020-04-13 16:28:25.131275,2020-04-13 16:28:32.320944,0:00:07.189669,2678,32,100,100
schedule2,v5,32,121,121,2020-04-13 16:28:33.017735,2020-04-13 16:28:39.898525,0:00:06.880790,2678,32,100,100
schedule2,v5,32,127,127,2020-04-13 16:28:40.588371,2020-04-13 16:28:48.389230,0:00:07.800859,2678,32,100,100
schedule2,v6,16,33,33,2020-04-13 16:28:49.096492,2020-04-13 16:28:56.128317,0:00:07.031825,2703,7,100,100
schedule2,v6,16,119,119,2020-04-13 16:28:56.821081,2020-04-13 16:29:03.832963,0:00:07.011882,2703,7,100,100
schedule2,v6,16,33,33,2020-04-13 16:29:04.523105,2020-04-13 16:29:11.550229,0:00:07.027124,2703,7,100,100
schedule2,v6,16,73,73,2020-04-13 16:29:12.241026,2020-04-13 16:29:19.453404,0:00:07.212378,2703,7,100,100
schedule2,v6,16,7,7,2020-04-13 16:29:20.282030,2020-04-13 16:29:29.541453,0:00:09.259423,2703,7,100,100
schedule2,v6,16,87,87,2020-04-13 16:29:30.363727,2020-04-13 16:29:37.422134,0:00:07.058407,2703,7,100,100
schedule2,v6,16,38,38,2020-04-13 16:29:38.169355,2020-04-13 16:29:45.329632,0:00:07.160277,2703,7,100,100
schedule2,v6,16,76,76,2020-04-13 16:29:46.077639,2020-04-13 16:29:53.317023,0:00:07.239384,2703,7,100,100
schedule2,v6,16,66,66,2020-04-13 16:29:54.059862,2020-04-13 16:30:01.558761,0:00:07.498899,2703,7,100,100
schedule2,v6,16,23,23,2020-04-13 16:30:02.299568,2020-04-13 16:30:09.378491,0:00:07.078923,2703,7,100,100
schedule2,v7,115,116,117,2020-04-13 16:30:10.120643,2020-04-13 16:30:17.537177,0:00:07.416534,2679,31,100,100
schedule2,v7,115,1,0,2020-04-13 16:30:18.289935,2020-04-13 16:30:25.984887,0:00:07.694952,2679,31,100,100
schedule2,v7,115,68,68,2020-04-13 16:30:26.719124,2020-04-13 16:30:33.949413,0:00:07.230289,2679,31,100,100
schedule2,v7,115,82,82,2020-04-13 16:30:34.687197,2020-04-13 16:30:42.017708,0:00:07.330511,2679,31,100,100
schedule2,v7,115,92,92,2020-04-13 16:30:42.764722,2020-04-13 16:30:50.248343,0:00:07.483621,2679,31,100,100
schedule2,v7,115,76,78,2020-04-13 16:30:50.961451,2020-04-13 16:31:00.851399,0:00:09.889948,2679,31,100,100
schedule2,v7,115,1,0,2020-04-13 16:31:01.586588,2020-04-13 16:31:12.372949,0:00:10.786361,2679,31,100,100
schedule2,v7,115,75,75,2020-04-13 16:31:13.370462,2020-04-13 16:31:23.701207,0:00:10.330745,2679,31,100,100
schedule2,v7,115,74,74,2020-04-13 16:31:24.697529,2020-04-13 16:31:34.899175,0:00:10.201646,2679,31,100,100
schedule2,v7,115,97,98,2020-04-13 16:31:35.886031,2020-04-13 16:31:46.030878,0:00:10.144847,2679,31,100,100
schedule2,v8,67,25,25,2020-04-13 16:31:47.011766,2020-04-13 16:31:58.190438,0:00:11.178672,2658,31,100,100
schedule2,v8,67,23,23,2020-04-13 16:31:59.236294,2020-04-13 16:32:09.512816,0:00:10.276522,2658,31,100,100
schedule2,v8,67,87,89,2020-04-13 16:32:10.509500,2020-04-13 16:32:20.945346,0:00:10.435846,2658,31,100,100
schedule2,v8,67,20,20,2020-04-13 16:32:21.919924,2020-04-13 16:32:31.954031,0:00:10.034107,2658,31,100,100
schedule2,v8,67,20,20,2020-04-13 16:32:32.942080,2020-04-13 16:32:42.959709,0:00:10.017629,2658,31,100,100
schedule2,v8,67,102,104,2020-04-13 16:32:43.908415,2020-04-13 16:32:54.087543,0:00:10.179128,2658,31,100,100
schedule2,v8,67,73,73,2020-04-13 16:32:55.073654,2020-04-13 16:33:05.865146,0:00:10.791492,2658,31,100,100
schedule2,v8,67,8,8,2020-04-13 16:33:06.841631,2020-04-13 16:33:16.722918,0:00:09.881287,2658,31,100,100
schedule2,v8,67,14,14,2020-04-13 16:33:17.709599,2020-04-13 16:33:28.166584,0:00:10.456985,2658,31,100,100
schedule2,v8,67,91,92,2020-04-13 16:33:29.026472,2020-04-13 16:33:37.785859,0:00:08.759387,2658,31,100,100
schedule2,v10,1,32,36,2020-04-13 16:33:46.983106,2020-04-13 16:33:56.567237,0:00:09.584131,2664,46,100,100
schedule2,v10,1,1,0,2020-04-13 16:33:57.295307,2020-04-13 16:34:04.890089,0:00:07.594782,2664,46,100,100
schedule2,v10,1,113,113,2020-04-13 16:34:05.601395,2020-04-13 16:34:13.190621,0:00:07.589226,2664,46,100,100
schedule2,v10,1,23,23,2020-04-13 16:34:13.898326,2020-04-13 16:34:21.336519,0:00:07.438193,2664,46,100,100
schedule2,v10,1,87,88,2020-04-13 16:34:22.052709,2020-04-13 16:34:29.606397,0:00:07.553688,2664,46,100,100
schedule2,v10,1,104,104,2020-04-13 16:34:30.307787,2020-04-13 16:34:38.212217,0:00:07.904430,2664,46,100,100
schedule2,v10,1,1,0,2020-04-13 16:34:39.050042,2020-04-13 16:34:46.675829,0:00:07.625787,2664,46,100,100
schedule2,v10,1,18,18,2020-04-13 16:34:47.388423,2020-04-13 16:34:55.664963,0:00:08.276540,2664,46,100,100
schedule2,v10,1,1,0,2020-04-13 16:34:56.381304,2020-04-13 16:35:03.928579,0:00:07.547275,2664,46,100,100
schedule2,v10,1,123,124,2020-04-13 16:35:04.757107,2020-04-13 16:35:11.895495,0:00:07.138388,2664,46,100,100
